,id,user_name,post_message,timestamp_post,num_like_post,num_comment_post,num_share_post,label
263,263,-5005199604534146048,"KỶ LUẬT CỤC TRƯỞNG THI HÀNH DÂN SỰ TỈNH VÌ LỘ CLIP NÓNG VỚI NGƯỜI TÌNH

Chiều 23-4, thông tin với báo chí, ông Cam Quang Vinh, Chủ nhiệm Ủy ban Kiểm tra (UBKT) Tỉnh ủy Hậu Giang, cho hay đã công bố và trao quyết định kỷ luật đối với ông Nguyễn Đức Biên, Cục trưởng Cục Thi hành án dân sự (THADS) tỉnh.

Cụ thể, căn cứ các quy định của Đảng, UBKT Tỉnh ủy Hậu Giang đã kỷ luật ông Biên với hình thức cảnh cáo. Tại buổi công bố quyết định, ông Biên nhận quyết định kỷ luật và cam kết tiếp tục khắc phục.

Theo kết luận, ông Biên với vai trò là cán bộ lãnh đạo nhưng thiếu tu dưỡng, rèn luyện đạo đức, phẩm chất lối sống, có quan hệ nam nữ bất chính trong lúc có vợ con, đồng thời bị ghi hình và phát video clip trên mạng xã hội Facebook.

Theo chủ nhiệm UBKT Tỉnh ủy, ông Biên vi phạm những điều đảng viên không được làm, vi phạm Nghị quyết Trung ương IV, khóa XII và vi phạm các quy định của trung ương, Tỉnh ủy về trách nhiệm nêu gương. “Việc làm của ông Biên đã ảnh hưởng nghiêm trọng đến uy tín cá nhân, tổ chức nơi ông Biên công tác và ảnh hưởng hạnh phúc gia đình” - ông Cam Quang Vinh cho biết thêm.

Như PLO đã thông tin, cuối tháng 2-2020, trên mạng xã hội Facebook lan truyền bốn video clip (mỗi đoạn dài 3 phút) ghi lại cảnh ân ái của một đôi nam nữ. Ngay sau khi clip lan truyền, nhiều người dân, cán bộ tỉnh Hậu Giang nhận ra người nam trong clip giống lãnh đạo một ngành ở tỉnh này.

Theo tìm hiểu, người nam trong đoạn clip là ông Nguyễn Đức Biên (40 tuổi, Cục trưởng Cục THADS tỉnh Hậu Giang), còn người nữ là NTTT (21 tuổi, sinh viên một trường đại học trên địa bàn TP Cần Thơ).

T. từng tham gia nhiều cuộc thi nhan sắc ở ĐBSCL, từng lọt vào vòng bán kết trong một cuộc thi.

Liên quan vụ việc này, VKSND tỉnh Hậu Giang đã phê chuẩn quyết định khởi tố vụ án, khởi tố bị can và lệnh bắt tạm giam bốn tháng Nguyễn Chí Hiếu (quê Cà Mau) và Bùi Văn Phi (quê Hậu Giang) về tội truyền bá văn hóa phẩm đồi trụy.
---
Theo Châu Anh, PLO",1587656132.0,24,10,2,0
265,265,7050444021058475008,"Một doanh nghiệp tại TP.HCM sau thời gian nghiên cứu đã cho ra đời sản phẩm bún dưa hấu và bánh tráng thanh long nhằm hỗ trợ tiêu thụ nông sản bị ùn ứ do dịch Covid-19. Hai sản phẩm này vừa ""ra lò"" đã được xuất ngay đi Hàn Quốc, Nhật Bản. #Covid19 #bunduahau #banhtrangthanhlong #giaicuanongdan",,21000,973,3300,0
266,266,-5159989736300764160,"#VIETV #VIETVNews #CoronaVirus Con số người chết vì virus Corona đã tăng hơn 900 người, số lượng người nhiễm bệnh trên 40,000 người. Hai chuyến du thuyền từ Trung Hoa đến Hongkong và Nhật Bản đã bị cô lập và theo dõi. Kết quả phát hiện chuyến cruise ship đến Nhật Bản có hơn 130 người đã có kết quả dương tính với virus Corona trong khi chuyến đến HongKong thì không có ai bị nhiễm. Phái đoàn của WHO đã thành lập 1 nhóm bao gồm những chuyên viên cao cấp và lên đường đến Trung Ho...a để ra sức tìm hiểu nguyên do và cách giải quyết của virus Corona. Mời quí vị theo dõi bản tin để biết thêm chi tiết. Like trang #Facebook của #VIETV và Subscribe Kênh #YouTube để update các Tin nóng hàng ngày. https://www.youtube.com/user/VIETVnetwork Xem thêm",,6400,90,3300,0
267,267,-5005199604534146048,"KINH SỢ:
Công an bắt được hung thủ g.iết bé trai 5 tuổi ở Nghệ An - bé được thông báo mất tích 2 ngày trước.

🛑Tối 9/6, một cán bộ Công an huyện Quỳnh Lưu (Nghệ An) cho biết đã bắt được hung thủ g.iết cháu Văn Đô (5 tuổi, trú ở xã Quỳnh Tam, huyện Quỳnh Lưu) - bé được thông báo mất tích 2 ngày trước.

""Hung thủ là nam sinh lớp 11, trú cùng xóm với nạn nhân. Hiện cơ quan chức năng đang khám nghiệm hiện trường, khám nghiệm tử thi để điều tra, làm rõ"", cán bộ công an huyện Quỳnh Lưu cho biết.

🛑Trước đó, khoảng 15h ngày 7/6, Đô xin phép bố sang nhà hàng xóm chơi. Đến chiều tối không thấy con về, gia đình đi tìm khắp nơi nhưng vẫn không thấy nên báo công an.

Sau 2 ngày tìm kiếm, chiều nay (9/6) lực lượng chức năng và gia đình tìm thấy t.hi thể cháu bé ở trong rừng, gần bờ suối tại địa phận huyện Yên Thành, cách nhà nạn nhân khoảng 10km.

Công an đang phong toả hiện trường, khám nghiệm tử thi.

https://vtc.vn/tin-nhanh-24h/bat-duoc-hung-thu-giet-be-trai-5-tuoi-o-nghe-an-ar551152.html",1591753930.0,5,0,,0
269,269,-7553647639326960640,"TRUYỀN HÌNH MỸ PHẤN KHÍCH VỚI CA KHÚC ""GHEN CÔ VY"" CỦA VIỆT NAM  Trong Talkshow Last Week Tonight with John Oliver của Mỹ, video tuyên truyền người dân rửa tay đúng cách để chống dịch Covid-19 của Việt Nam được khen ngợi và tán thưởng. ——————————... 📱 VTC Now trên iOS: https://apple.co/2NGxmDV  📱 VTC Now trên Android: https://bit.ly/2RzzjTv  💻 VTC Now trên YouTube: https://bit.ly/3awWczF  🖥 VTC Now trên Facebook: http://bit.ly/2HG30hl  📱 VTC Now trên Lotus: http://bit.ly/2T3AZFw Xem thêm",,3200,256,2700,0
273,273,-5342659397765167104,"Moderna Therapetics, một công ty công nghệ sinh học của Mỹ có trụ sở tại Cambridge, Massachusetts cho biết họ vừa xuất xưởng một lô vaccine đầu tiên dành cho bệnh nhân Covid-19.  Theo Moderna Therapeutics cho biết, lô vaccine đầu tiên của họ sẽ được gửi tới Viện Dị ứng và Bệnh Truyền nhiễm Quốc gia Hoa Kỳ (NIAID). NIAID là một phân viện của Viện Y tế Quốc gia Mỹ (NIH) và tại đây, vaccine Covid-19 sẽ được kiểm tra lần cuối trước khi thử nghiệm trên người vào đầu tháng tư tới v...à kết quả về độ hiệu quả của loại vaccine này sẽ có trong tháng Bảy. Quý vị cũng có thể xem trực tiếp trên: Channel 57.14 KJLA (Southern California) Roku App: Vietmedia Channel Website: www.vietmedia.tv YouTube: https://bit.ly/2S3xFtp #Vietmedia #VMTV Xem thêm",,18000,1300,26000,0
275,275,-7845741394264275968,"THÔNG TIN CA NHIỄM COVID-19  VIỆT NAM GHI NHẬN THÊM 5 CA DƯƠNG TÍNH COVID-19  CA BỆNH 149 (BN149):Bệnh nhân nam, 40 tuổi, quốc tịch Việt Nam, địa chỉ ở Long Biên, Hà Nội. Bệnh nhân là lao động tự do tại Bang Hessen - CHLB Đức. Ngày 23/3/2020, bệnh nhân đến Sân bay Vân Đồn trên chuyến bay VN36 của Vietnam Airlines, số ghế 55C (cùng với mẹ, 68 tuổi, ngồi ghế 55A). Lúc nhập cảnh, bệnh nhân không có biểu hiện sốt, không ho, không viêm phổi. Tại khu cách ly Trường Quân sự tỉnh Quả...ng Ninh bệnh nhân ở cùng phòng với 02 người khác cũng đi trên chuyến bay này. Kết quả xét nghiệm của Trung tâm Kiểm soát bệnh tật tỉnh Quảng Ninh ngày 25/3 khẳng định bệnh nhân dương tính với SARS-COV-2, 207 hành khách còn lại âm tính. Bệnh nhân cùng mẹ và 2 người ở cùng phòng đã được chuyển đến Bệnh viện số 2 TP Hạ Long để điều trị và theo dõi sức khỏe. CA BỆNH 150 (BN150): Bệnh nhân nam, quốc tịch Việt Nam, 55 tuổi, trú tại phường Tân Định, Quận 1, TP. Hồ Chí Minh. Ngày 13/3/2020, bệnh nhân cùng vợ từ Hoa Kỳ về Việt Nam, có quá cảnh tại Đài Loan - Trung Quốc trên chuyến bay của hãng hàng không EVA Air, số hiệu BR395, số ghế 2D, 2K và nhập cảnh tại Cảng hàng không quốc tế Tân Sơn Nhất.  Sau nhập cảnh, bệnh nhân về nhà và từ ngày 14-18/3/2020 bệnh nhân có đi tới nhiều nơi và tiếp xúc với nhiều người: ngày 14/3 tiệc tại nhà (4 người dự), ngày 15/3 quán bún Gánh (đường Hàn Thuyên), ngày 16/3 họp công ty Transimex (24 người) và dự tiệc ở Hoa viên Tri kỷ cùng ngày, ngày 18/3 gặp bạn bè tại huyện Nhà Bè và đi khám tại Family Medical (số 34, Lê Duẩn) được tư vấn khám Bệnh viện Bệnh Nhiệt đới TP. Hồ Chí Minh, được chuyển cách ly tại Bệnh viện điều trị COVID-19 Cần Giờ. Ngày 23/3, bệnh nhân có sốt, ho, đau họng và lấy mẫu xét nghiệm. Hiện bệnh nhân tiếp tục được cách ly, điều trị tại Bệnh viện điều trị COVID Cần Giờ. CA BỆNH 151 (BN151): Bệnh nhân nữ, quốc tịch Brazil, 45 tuổi, trú tại phường Thảo Điền, Quận 2, TP. Hồ Chí Minh. Bệnh nhân làm việc tại công ty TNHH giày Gia Định, có  2 chi nhánh ở huyện Vĩnh Cửu, Đồng Nai và phường An Phú Đông, Quận 12, TP. Hồ Chí Minh. Bệnh nhân là đồng nghiệp, tiếp xúc gần với BN124. Hàng ngày bệnh nhân đi làm cùng với BN124 trên xe ô tô (có lái xe riêng), chung lịch trình tới 2 chi nhánh công ty và mua cà phê tại quán Starbucks (Quận 2). Ngoài ra, bệnh nhân đi tới một số nơi: quán ăn (TP. Biên Hòa, Đồng Nai) ngày 13/3, siêu thị An Phú ngày 16/3, nhà máy Huệ Phong (quận Gò Vấp, TP. Hồ Chí Minh) ngày 19/3. Ngày 23/3, bệnh nhân được xác định là người tiếp xúc gần BN124 và được lấy mẫu xét nghiệm và chuyển cách ly tập trung tại Khu C - Trường thiếu sinh quân, huyện Củ Chi. Đây cũng là nơi người lái xe đang được cách ly. CA BỆNH 152 (BN152): Bệnh nhân nữ, quốc tịch Việt Nam, 27 tuổi, trú tại phường Tây Thạnh, quận Tân Phú, TP. Hồ Chí Minh. Bệnh nhân là chị gái sống cùng nhà với BN127 (nam nhân viên quán Bar Buddha). Bệnh nhân làm việc tại công ty Formica - tầng 3, tòa nhà 414 Nguyễn Thị Minh Khai, Phường 5, Quận 3, TP. Hồ Chí Minh. Hàng ngày, bệnh nhân đi làm giờ hành chính và từ ngày 10-14/3 bệnh nhân có tiếp xúc gần với 4 đồng nghiệp, ngày 19/3 tiếp xúc với một đối tác tại công ty. Từ ngày 15-18/3, bệnh nhân có đi một số nơi và tiếp xúc một số người: ngày 15/3 đến nhà cha mẹ tại Quận Tân Bình, ngày 17/3 ăn trưa cùng 2 bạn tại nhà hàng chay Sen (Quận 1), ngày 18/3 tiếp xúc gần với một người giao hàng. Ngày 20/3, khi biết tin quán Bar Buddha - nơi em trai làm việc có ca bệnh COVID-19, bệnh nhân nghỉ làm, tự cách ly tại nhà và được Trạm Y tế phường tiếp cận, theo dõi. Ngày 23/3, bệnh nhân được lấy mẫu, chuyển cách ly tập trung tại Bệnh viện điều trị COVID-19 Cần Giờ. Công ty nơi bệnh nhân làm việc tạm ngưng hoạt động. CA BỆNH 153 (BN153): Bệnh nhân nữ, quốc tịch Việt Nam, 60 tuổi, trú tại quận Hải Châu, TP. Đà Nẵng. Tiền sử chưa ghi nhận bệnh lý. Bệnh nhân sang Australia thăm người thân và trở về Việt Nam ngày 21/3/2020 trên chuyến bay của Vietnam Airlines số hiệu VN772, nhập cảnh tại Cảng hàng không quốc tế Tân Sơn Nhất. Sau nhập cảnh, bệnh nhân được chuyển khu cách ly tập trung tại ký túc xá Đại học Quốc gia TP. Hồ Chí Minh, ở chung phòng với ca số 143 và 02 người khác. Ngày 23/3 sau khi xác định ca số 143 mắc bệnh COVID-19, bệnh nhân và 02 người bạn chung phòng được chuyển đến Bệnh viện Dã chiến Củ Chi cách ly, theo dõi và lấy mẫu. Bộ Y tế khuyến cáo: 1. Chấp hành nghiêm quy định của Chính phủ không tụ tập đông người. 2. Nếu có việc thực sự cần thiết phải ra đường, giữ khoảng cách 2m với người khác và luôn mang khẩu trang. Không nên đeo khẩu trang để đối phó, hãy đeo khẩu trang kín cả mũi và miệng để bảo vệ sức khỏe của chính mình và những người xung quanh. 3. Chăm tập thể dục, ăn uống đủ chất, rửa tay thường xuyên và để nơi ở sạch sẽ, thoáng khí. Chăm sóc mình tốt để tăng sức đề kháng bản thân là góp phần chống dịch. 4. Sử dụng ứng dụng (app) NCOVI của VNPT để khai báo y tế và theo dõi sức khỏe. Xem thêm",1585220570.0,28000,1100,2100,0
276,276,-5005199604534146048,"Hoãn phiên toà phúc thẩm xét xử Tiến ""trắng"" (con nuôi Đường Nhuệ) và đồng phạm.

Theo lịch đã định, chiều nay 27/4/2020, Tòa án Nhân dân tỉnh Thái Bình sẽ xét xử phúc thẩm vụ án ""cố ý gây thương tích"" xảy ra cuối năm 2018, tại huyện Đông Hưng.

Tuy nhiên, do nạn nhân trong vụ án vắng mặt, phiên tòa phúc thẩm xét xử Tiến “trắng” và các đồng phạm bị hoãn.

Trước đó, tối 19/12/2018, Tiến ""trắng"" cùng những người bạn đi trên 3 xe taxi và 1 ôtô của bị cáo đến nhà hàng Hương Quê (xã Nguyên Xá, huyện Đông Hưng) tìm anh Nguyễn Văn Hùng.

Khi đến nhà anh Hùng (cùng là nơi kinh doanh nhà hàng), Tiến “trắng” xuống ôtô, khống chế nạn nhân và nói: “Hùng ơi mày định thuê người đánh tao à”, anh Hùng trả lời: “Tao không biết gì đâu Tiến ơi”.

Tiếp đó, Tiến “trắng” và nhóm bạn đã ghì cổ lôi anh Hùng ra ngoài rồi dùng gậy gỗ vụt liên tiếp vào người, chân nạn nhân. 6 kẻ khác còn dùng chân đá nhiều nhát vào mặt, đầu, người Hùng…

Tại kết luận giám định pháp y xác định tỉ lệ tổn thương cơ thể của anh Hùng thời điểm đó là 25%.

Sau đó, Cơ quan CSĐT huyện Đông Hưng đã tiến hành khởi tố vụ án, khởi tố bị can để điều tra vụ việc trên.

Đến tháng 9/2019, TAND huyện Đông Hưng đưa vụ việc trên ra xét xử. Tại phiên tòa sơ thẩm, Tiến “trắng” bị tòa tuyên phạm 18 tháng tù giam, 13 bị cáo còn lại nhận từ 12 tháng tù treo đến 21 tháng tù giam. Tuy nhiên, do có kháng cáo của một số bị cáo nên đến nay, Tiến “Trắng” chưa phải thi hành án.

Một số bị cáo đã có đơn kháng cáo vì cho rằng bản án nặng, nên sự việc trên được Toà án Nhân dân tỉnh Thái Bình thụ lý và xét xử phúc thẩm.

Cũng theo thông tin, trước khi diễn ra phiên tòa này, Tiến ""trắng"" đã xin rút đơn kháng cáo.

Bùi Mạnh Tiến (Tiến “trắng”, 25 tuổi, ở huyện Vũ Thư, tỉnh Thái Bình) - người được coi là con nuôi của Nguyễn Xuân Đường (Đường “Nhuệ”, 49 tuổi) từng có nhiều tiền sự liên quan đến việc hành hung người khác.

Trong hồ sơ, năm 2015, Tiến “trắng” bị Công an huyện Vũ Thư xử phạt hành chính về hành vi xâm hại sức khỏe người khác bằng mức phạt tiền 2,5 triệu đồng.

Năm 2016, Tiến “trắng” tiếp tục bị Công an huyện Vũ Thư xử phạt hành chính 3 triệu đồng cùng về hành vi xâm hại sức khỏe người khác.

Tiến ""trắng"" cũng là đối tượng bị ""tố"" cầm đầu trong vụ việc vây hãm Công ty Lâm Quyết.

* Chi tiết hơn xem tại

https://www.baogiaothong.vn/hoan-phien-toa-phuc-tham-xet-xu-con-nuoi-duong-nhue-va-cac-dong-pham-d463120.html",1588007819.0,26,1,,0
277,277,6570265313371844608,"ALL VIETNAMESE AND FOREIGN NATIONALS IN VIET NAM SHALL WEAR FACE MASKS AT CROWDED PUBLIC PLACES [English below] Hôm nay (14/03/2020), Bộ Ngoại giao Việt Nam (VN) thông báo:... 1. Những người đến từ hoặc đi qua vùng có dịch cần thường xuyên kiểm tra cập nhật quy định của các hãng hàng không, đảm bảo có đầy đủ các giấy tờ cần thiết theo yêu cầu để có thể thực hiện chuyến bay (đặc biệt là các giấy tờ xác nhận tình trạng sức khỏe nếu có). 2. VN yêu cầu từ ngày 16/03/2020: - Công dân nước ngoài tại VN cũng như công dân VN thực hiện nghiêm việc đeo khẩu trang tại các nơi công cộng có tập trung đông người (như tại siêu thị, sân bay, nhà ga, bến xe, trên các phương tiện giao thông công cộng…). - Tất cả hành khách trên các chuyến bay trong nước, quốc tế đến và đi từ VN phải đeo khẩu trang trong suốt chuyến bay và khi vào nhà ga. VN đã thông báo nội dung này tới các cơ quan đại diện ngoại giao, cơ quan lãnh sự và cơ quan đại diện các tổ chức quốc tế tại VN. * Ảnh: Một nhóm các vị khách du lịch được tặng khẩu trang miễn phí tại quận 1, TPHCM (Thi Hồng/SGGP) --- On 14 March 2020, the Ministry of Foreign Affairs of Viet Nam made the following announcement. 1. People who come from or have visited or transited via Covid-19 affected areas shall regularly check with their airlines for updated regulations, and carry all documents as required, particularly their medical certificates (if any). 2. From 16 March 2020, Viet Nam requires that: - All Vietnamese and foreign nationals in Viet Nam shall wear face masks at crowded public places, including supermarkets, airport terminals, train stations, coach stations, and public transport vehicles. - All passengers on domestic and international flights to and from Viet Nam shall wear face masks throughout the flight and during their stay at the airport terminals. Viet Nam has informed this decision to all diplomatic missions, consular offices and representative offices of international organizations in Viet Nam./. Xem thêm",1584197293.0,16000,621,2100,0
278,278,-7806960591495877632,"DỰ TRÙ CHUYỂN KHOẢNG  3.000 NGƯỜI TỪ TPHCM VỀ BRVT CÁCH LY.   Chiều nay, 23/3 Ban Chỉ đạo phòng chống Covid-19 Bà Rịa - Vũng Tàu tổ chức khảo sát các vị trí chuẩn bị đưa vào cách ly khoảng 3.000 người từ TP.HCM chuyển về.... Vị trí làm nơi cách ly là ký túc xá của các trường cao đẳng, trung cấp nghề, THPT và cơ sở kinh doanh lưu trú trên địa bàn như: Ký túc xá trường Cao đẳng Dầu Khí, trường THPT Chuyên Lê Quý Đôn, Khách sạn Kiều Anh, Long Hải Beach resort.... Theo ông Trần Văn Tuấn, Phó Chủ tịch UBND tỉnh Bà Rịa - Vũng Tàu, hiện nay lượng kiều bào về nước rất đông, để việc cách ly đảm bảo an toàn, Bà Rịa Vũng Tàu dự trù sẽ là nơi hỗ trợ TPHCM cách ly người liên quan đến Covid-19. Tỉnh đã có các khu cách ly khoảng 200 người rồi, nhưng UBND tỉnh vẫn chỉ đạo dự phòng thêm khoảng 3.000 người cách ly. Hiện nay đã vận động các cơ sở rất nhiều, tuy nhiên hiện tỉnh vẫn đang xem xét chứ không phải chọn hết, đảm bảo đủ điều kiện mới làm khu cách ly vì nguồn lực y tế tỉnh BRVT cũng có hạn nên phải tính toán làm sao đảm bảo tất cả các điều kiện và phục vụ cách ly thật tốt, phải có những khu vui chơi giải trí cho người dân trong khu cách ly./. Theo Lưu Sơn/VOV-TPCHM Xem thêm",1584970964.0,2200,1400,2800,0
279,279,7050444021058475008,"Khi TP Vũ Hán, Trung Quốc trở thành tâm điểm của dịch COVID 19, mọi người đều lo sợ thì lại có một chuyến bay thẳng hướng tâm dịch với những con người quả cảm. Họ lên đường thực hiện nhiệm vụ đặc biệt của Quốc Gia - Tiếp lửa cho nước bạn và đón những đồng bào ta trở về. Sau những ngày tự cách ly kể từ khi trở về từ tâm dịch, hôm nay họ đã chính thức trở về với gia đình.",,18000,1200,3100,0
280,280,-5005199604534146048,"BÁC SĨ BV CAN LỘC BỎ TRỰC CẤP CỨU ĐI ĐÂU?

Bác sĩ tại Bệnh viện ĐK Can Lộc “bỏ trực” cấp cứu, người dân bức xúc?

Mặc dù, đang trong giờ trực cấp cứu nhưng bác sỹ công tác tại Bệnh viện Đa khoa Can Lộc bỏ trực khiến người nhà bệnh nhân bức xúc.

Vào khoảng 18h10 ngày 1/5, một số bệnh nhân có dấu hiệu ốm nên đã đến cấp cứu tại khoa Cấp cứu – Bệnh viện Đa khoa Can Lộc (Hà Tĩnh) để thăm khám, điều trị. Tuy nhiên, khi tới đây chỉ có một nữ điều dưỡng có mặt tại khoa.

Mặc dù, đang ở trong giờ trực cấp cứu tuy nhiên tại khoa Cấp cứu chỉ có môi nữ điều dưỡng và người bệnh phải mòn mỏi chờ đợi bác sỹ trực.

Bức xúc bởi thái độ thờ ơ, thiếu trách nhiệm của Bác sỹ nơi đây, người nhà bệnh nhân đã phản ánh với ban Giám đốc bệnh viện, ngành y tế và báo chí.

""Người thầy thuốc phải có lương tâm và trách nhiệm đối với người bệnh. Tuy nhiên, bác sỹ trực cấp cứu lại bỏ 'kíp trực' khiến người bệnh mòn mỏi chờ đợi và thắp lên tia hy vọng cho sự sống. Đồng thời, chúng tôi phải rơi nước mắt khi nhìn thấy cảnh bệnh nhân phải dày vò với đau đớn"", một người nhà bệnh nhân chia sẻ.

Qua tìm hiểu của PV Thương hiệu và Pháp luật, người bác sỹ đang cắt lịch trực vào chiều tối ngày 1/5 có tên là Thìn. Tuy nhiên, khi bệnh nhân có mặt tại đây để khám thì vị bác sỹ này đang vắng mặt.

Trao đổi với PV, ông Lê Thế Nhiên – Giám đốc Bệnh viện Đa khoa Can Lộc cho biết: “Mặc dù, ngày nghỉ lễ nhưng bệnh viện vẫn có người trực. Tôi sẽ cho kiểm tra và chấn chỉnh ngay”. Ông Lê Ngọc Châu - Giám đốc Sở Y tế Hà Tĩnh cho hay:"" Tôi sẽ kiểm tra và cung cấp thông tin cho báo chí sau"".

Với sự việc nói trên, có lẽ Sở Y tế Hà Tĩnh, UBND huyện Can Lộc cần vào cuộc kiểm tra xử lý nghiêm việc bỏ trực cấp cứu (nếu có). Thương hiệu và Pháp luật sẽ tiếp tục thông tin...

Tác giả: Xuân Hà

Nguồn tin: thuonghieuvaphapluat.vn",1588480853.0,3,0,,0
281,281,-7845741394264275968,"📌 THÔNG BÁO KHẨN CỦA BỘ Y TẾ  Bộ Y tế thông báo đã xác định được các chuyến bay sau có hành khách mắc COVID-19, bao gồm: - SQ 176 của Singapore Airlines từ Singapore đến Nội Bài ngày 15/3/2020;... - VJ 826 từ Kuala Lumpur (Malaysia) về TP.HCM ngày 4/3. - TK 162 của Turkey Airlines từ Istanbul đến TP.HCM ngày 8/3/2020;  - QH 1521 của Bamboo Airways từ TP.HCM đến Phú Quốc ngày 9/3/2020; - QH 1524 của Bamboo Airways từ Phú Quốc đến TP.HCM ngày 13/3/2020; - SU 290 Aeroflot  từ Moscow đến Hà Nội ngày 13/3/2020; - QR 970 từ Doha đi TP.HCM ngày 10/03/2029  Bộ Y tế đề nghị tất cả hành khách trên các chuyến bay nói trên liên hệ ngay với Trung tâm Kiểm soát bệnh tật các tỉnh, thành phố để được hướng dẫn theo dõi sức khoẻ. Các đại lý bán vé cho các hành khách trên có trách nhiệm thông báo cho hành khách đã mua vé bay trên các chuyến máy bay này. *********  📌 EMERGENCY NOTICE OF THE MINISTRY OF HEALTH VIETNAM  The Ministry of Health Vietnam has announced that they have identified the following flights with passengers carrying COVID-19, including:  - SQ 176 of Singapore Airlines from Singapore to Noi Bai on March 15, 2020.  - VJ 826 of Vietjet Air from Malaysia to TP.HCM on March 4, 2020.  -  TK162 Turkey Airlines from Istanbul to Ho Chi Minh City on March 8, 2020;  - QH 1521 of Bamboo Airways from Ho Chi Minh City to Phu Quoc on March 9, 2020;  - QH 1524 of Bamboo Airways from Phu Quoc to Ho Chi Minh City on March 13, 2020  - SU290 Aeroflot from Moscow to Hanoi on March 13, 2020  - QR 970 of Qatar Airways from Doha to TP.HCM on 10/3/2020.  The Ministry of Health recommends that ALL PASSENGERS on these flights immediately contact to the Centers for Disease Control of provinces and cities for instructions on health monitoring.  The ticket agents for these passengers are responsible for notifying passengers who have purchased flight tickets on these flights. Xem thêm",1584367993.0,35000,2200,17000,0
282,282,2544831554344403968,"#Share & #tag bạn bè nhé các em! TP.HCM chính thức kiến nghị cho học sinh nghỉ hết tháng 3 Ngày 20-2, Chủ tịch UBND TP.HCM Nguyễn Thành Phong đã ký văn bản kiến nghị kéo dài thời gian nghỉ học của học sinh, sinh viên, học viên đến hết tháng 3 và điều chỉnh thời gian năm học 2019-2020.... Văn bản trên đề gửi Phó thủ tướng Vũ Đức Đam, Bộ trưởng Bộ GD-ĐT, Bộ trưởng Bộ Lao động - thương binh và xã hội.  Trong đó, UBND TP.HCM kiến nghị Chính phủ, Bộ GD-ĐT, Bộ Lao động - thương binh và xã hội các nội dung sau: Chỉ đạo thống nhất trong cả nước về việc cho phép kéo dài thời gian nghỉ học của học sinh, học viên, sinh viên các cơ sở giáo dục và các cơ sở giáo dục nghề nghiệp đến hết tháng 3-2020; điều chỉnh thời gian năm học 2019-2020, tiếp tục học kỳ 2 từ tháng 4 đến tháng 7 năm 2020; dời kỳ thi THPT quốc gia đến cuối tháng 7 Được biết năm trước kỳ thi THPT quốc gia diễn ra từ 25 đến 27-6.  Văn bản trên cũng nêu rõ: trước tình hình diễn biến phức tạp khó lường của dịch bệnh COVID - 19, trong đó tiềm ẩn nhiều nguy cơ và chưa có dấu hiệu ổn định trong thời gian ngắn sắp tới. Với tinh thần đảm bảo sự an toàn và sức khoẻ cho học sinh luôn phải đặt lên hàng đầu và nhằm giúp các địa phương, đơn vị, cơ sở giáo dục chủ động trong việc xây dựng triển khai đồng bộ kế hoạch thực hiện nhiệm vụ năm học 2019-2020 - UBND TP.HCM đã có đề xuất nêu trên.  Trước đó, UBND TP.HCM cũng đã có quyết định cho học sinh, sinh viên nghỉ học hết tháng 2.  (Nguồn: Tuổi trẻ) Xem thêm",1582169482.0,5700,1500,3200,0
284,284,-5042589055507459072,"Thông tin mới nhất từ Trung tâm Kiểm soát và Phòng chống Dịch bệnh Hàn Quốc, tính đến chiều nay (24/02), Hàn Quốc đã ghi nhận thêm 70 ca nhiễm mới, nâng tổng số ca mắc COVID-19 lên 833 trường hợp… Như vậy, chỉ trong một ngày, số ca nhiễm mới được xác nhận đã lên tới 231 ca - là mức cao nhất từ trước đến nay.",,7500,416,3100,0
285,285,7618398776145523712,"🔥🔥 "" Việt Nam hỡi ! Việt Nam ơi !...""  Giai điệu quen thuộc, tiếng gọi 🗣 đất nước tha thiết. Mới đây ca khúc ấy đã được viết lại với ca từ mới, mang ý nghĩa kêu gọi và tuyên truyền nhân dân ta cùng nhau chống dịch.🍀 🎶🎶 Ca khúc mang tên "" Việt Nam ơi! Đánh bay Covid! "" do nhạc sĩ Minh Beta viết lại. Cùng nhau lắng nghe, nhìn lại những hình ảnh để từ đó suy nghĩ về tinh thần đoàn kết, cùng nhau đẩy lùi mọi khó khăn. Quyết chiến thắng COVID -19.📣... 🇻🇳 "" TỰ HÀO HÁT MÃI LÊN VIỆT NAM ƠI "" 🇻🇳 [Thông tin chính thức về bài hát] Việt Nam ơi! Đánh bay Covid - Minh Beta ➡ Facebook: https://www.facebook.com/MinhBetaVN  ➡ Youtube: https://www.youtube.com/user/betaminh Video: Sưu tầm Xem thêm",,39000,1100,18000,0
